id,routing_bucket,name,label,price,entering,exit,inside,outside,owned,rental,room_menu,ipls,purchased,parking_spots
1,1,MirrorPark1,"1001 West Mirror Drive",0,"{"x":997.12, "y":-729.44, "z":58.29}","{"x":1004.78, "y":-725.33, "z":-99.20}","{"x":1004.78, "y":-725.33,"z":-99.20}","{"x":997.12, "y":-729.44,"z":58.29}",1,0,"{"x":987.47,"y":-734.38,"z":-99.2}",[],1,0
27,0,VineWoodHills3,"2868 Hillcrest Avenue",0,"{"x":-754.71, "y":620.00,"z":142.86}","{"x":-758.19, "y":619.00,"z":144.14}","{"x":-758.19, "y":619.00,"z":144.14}","{"x":-754.71, "y":620.00,"z":142.86}",1,0,"{"x":-767.15, "y":610.94,"z":140.33}",[],1,0
28,0,VineWoodHills4,"2874 Hillcrest Avenue",0,"{"x":-852.82, "y":693.88,"z":149.04}","{"x":-860.01, "y":691.40,"z":152.86}","{"x":-860.01, "y":691.40,"z":152.86}","{"x":-852.82, "y":693.88,"z":149.04}",1,0,"{"x":-855.31, "y":680.13,"z":149.05}",[],1,0
29,0,VineWoodHills5,"2677 Whispymound Drive",0,"{"x":119.33, "y":564.23,"z":183.96}","{"x":117.25, "y":560.09,"z":184.30}","{"x":117.25, "y":560.09,"z":184.30}","{"x":119.33, "y":564.23,"z":183.96}",0,0,"{"x":122.04, "y":548.98,"z":180.50}",[],1,0
30,0,VineWoodHills6,"2113 Mad Wayne Thunder",0,"{"x":-1294.10, "y":453.15,"z":97.64}","{"x":-1289.82, "y":449.85,"z":97.90}","{"x":-1289.82, "y":449.85,"z":97.90}","{"x":-1294.10, "y":453.15,"z":97.64}",1,0,"{"x":-1286.20, "y":438.21,"z":94.09}",[],1,0
31,0,DowntownVinewood1,"2044 North Conker Avenue	",0,"{"x":345.64, "y":439.86,"z":148.09}","{"x":342.19, "y":437.91,"z":149.38}","{"x":342.19, "y":437.91,"z":149.38}","{"x":345.64, "y":439.86,"z":148.09}",0,0,"{"x":334.41, "y":428.62,"z":145.57}",[],1,0
32,0,DowntownVinewood2,"2045 North Conker Avenue",0,"{"x":374.96, "y":427.56,"z":145.68}","{"x":373.73, "y":423.91,"z":145.91}","{"x":373.73, "y":423.91,"z":145.91}","{"x":374.96, "y":427.56,"z":145.68}",1,0,"{"x":374.40, "y":411.94,"z":142.10}",[],1,0
33,0,PacificBluffs1,"7012 Del Perro Fwy, Office",0,"{"x":-1913.48, "y":-574.12,"z":11.44}","{"x":-1901.98, "y":-572.33,"z":19.10}","{"x":-1901.98, "y":-572.33,"z":19.10}","{"x":-1913.48, "y":-574.12,"z":11.44}",1,0,"{"x":-1904.81, "y":-570.95,"z":19.10}",[],1,0
34,0,RichardMajesticOffice,"7266 Heritage Way, Office",0,"{"x":-1007.13, "y":-486.72,"z":39.97}","{"x":-1001.70, "y":-476.74,"z":50.03}","{"x":-1001.70, "y":-476.74,"z":50.03}","{"x":-1007.13, "y":-486.72,"z":39.97}",1,0,"{"x":-1006.47, "y":-473.79,"z":50.03}",[],1,0
36,0,MirrorPark15,"1015 East Mirror Drive",0,"{"x":1250.94, "y":-620.92, "z":69.57}","{"x":1255.16, "y":-612.46,"z":-99.20}","{"x":1255.16, "y":-612.46,"z":-99.20}","{"x":1250.94, "y":-620.92,"z":69.57}",0,0,"{"x":1236.09, "y":-618.59,"z":-99.20}",[],1,0
37,0,MirrorPark16,"1016 East Mirror Drive",0,"{"x":1270.98, "y":-683.63,"z":66.03}","{"x":1273.48, "y":-680.35,"z":-99.20}","{"x":1273.48, "y":-680.35,"z":-99.20}","{"x":1270.98, "y":-683.63,"z":66.03}",0,0,"{"x":1253.41, "y":-679.56,"z":-99.20}",[],1,0
38,0,Davis1,"2000 Grove Street",0,"{"x":21.54, "y":-1898.50,"z":22.96}","{"x":26.05, "y":-1893.80,"z":-99.20}","{"x":26.05, "y":-1893.80,"z":-99.20}","{"x":21.54, "y":-1898.50,"z":22.96}",1,0,"{"x":10.24, "y":-1906.08,"z":-99.20}",[],1,0
39,0,Davis2,"5000 Brouge Avenue",0,"{"x":222.79, "y":-1702.62,"z":29.69}","{"x":229.85, "y":-1701.80,"z":-99.20}","{"x":229.85, "y":-1701.80,"z":-99.20}","{"x":222.79, "y":-1702.62,"z":29.69}",0,0,"{"x":222.02, "y":-1683.23,"z":-99.20}",[],1,0
40,0,Rancho1,"8000 Macdonald Street",0,"{"x":333.04, "y":-1740.98,"z":29.73}","{"x":336.99, "y":-1743.43,"z":-99.20}","{"x":336.99, "y":-1743.43,"z":-99.20}","{"x":333.04, "y":-1740.98,"z":29.73}",0,0,"{"x":324.66, "y":-1727.61,"z":-99.20}",[],1,0
41,0,ChamberlainHills1,"3450-6 Forum Drive",0,"{"x":-184.40, "y":-1539.47,"z":34.36}","{"x":-183.38, "y":-1540.47,"z":-101.01}","{"x":-183.38, "y":-1540.47,"z":-101.01}","{"x":-184.40, "y":-1539.47,"z":34.36}",0,0,"{"x":-190.13, "y":-1543.09,"z":-99.01}",[],1,0
42,0,ChamberlainHills2,"3450-4 Forum Drive",0,"{"x":-192.12, "y":-1559.80,"z":34.95}","{"x":-192.45, "y":-1558.80,"z":-101.01}","{"x":-192.45, "y":-1558.80,"z":-101.01}","{"x":-192.12, "y":-1559.80,"z":34.95}",0,0,"{"x":-189.86, "y":-1565.63,"z":-99.01}",[],1,0
43,0,ChamberlainHills3,"3450-3 Forum Drive",0,"{"x":-118.79, "y":-1586.13,"z":34.21}","{"x":-121.89, "y":-1584.67,"z":-101.01}","{"x":-121.89, "y":-1584.67,"z":-101.01}","{"x":-118.79, "y":-1586.13,"z":34.21}",0,0,"{"x":-115.09, "y":-1582.13,"z":-99.01}",[],1,0
44,0,ChamberlainHills4,"3499-45 Forum Drive",0,"{"x":-141.86, "y":-1697.50,"z":30.77}","{"x":-136.95, "y":-1700.86,"z":-101.01}","{"x":-136.95, "y":-1700.86,"z":-101.01}","{"x":-141.86, "y":-1697.50,"z":30.77}",1,0,"{"x":-139.40, "y":-1694.06,"z":-99.01}",[],1,0
45,756,Rancho2,"8456-1 Jamestown Street",0,"{"x":279.88, "y":-2043.61,"z":19.77}","{"x":192.53, "y":-1884.20, "z":-139.10}","{"x":192.53, "y":-1884.20, "z":-139.10}","{"x":279.88, "y":-2043.61,"z":19.77}",0,0,"{"x":184.86, "y":-1880.27, "z":-139.10}",[],1,0
46,4,Rancho3,"8458-4B Jamestown Street",0,"{"x":344.86, "y":-2028.86,"z":22.35}","{"x":192.53, "y":-1884.20, "z":-139.10}","{"x":192.53, "y":-1884.20, "z":-139.10}","{"x":344.86, "y":-2028.86,"z":22.35}",1,0,"{"x":184.86, "y":-1880.27, "z":-139.10}",[],1,0
47,0,Rancho4,"8461-2C Jamestown Street",0,"{"x":324.31, "y":-1990.98,"z":24.17}","{"x":192.53, "y":-1884.20, "z":-139.10}","{"x":192.53, "y":-1884.20, "z":-139.10}","{"x":324.31, "y":-1990.98,"z":24.17}",0,0,"{"x":184.86, "y":-1880.27, "z":-139.10}",[],1,0
48,0,Rancho5,"8471-8D Carson Avenue",0,"{"x":362.28, "y":-1987.20,"z":24.23}","{"x":360.74, "y":-1984.44,"z":-101.01}","{"x":360.74, "y":-1984.44,"z":-101.01}","{"x":362.28, "y":-1987.20,"z":24.23}",0,0,"{"x":365.43, "y":-1989.97,"z":-99.01}",[],1,0
49,0,Strawberry1,"4231-5A Innocence Blvd",0,"{"x":-32.11, "y":-1391.78,"z":29.41}","{"x":-33.16, "y":-1392.20,"z":-101.01}","{"x":-33.16, "y":-1392.20,"z":-101.01}","{"x":-32.11, "y":-1391.78,"z":29.41}",0,0,"{"x":-26.75, "y":-1395.82,"z":-99.01}",[],1,0
50,0,Strawberry2,"7845-4 Carson Avenue",0,"{"x":-26.50, "y":-1544.19,"z":30.68}","{"x":-13.95, "y":-1542.11,"z":-101.01}","{"x":-13.95, "y":-1542.11,"z":-101.01}","{"x":-26.50, "y":-1544.19,"z":30.68}",0,0,"{"x":-20.66, "y":-1544.67,"z":-99.01}",[],1,0
51,1,PaletoBay1,"5841 Procopio Drive",0,"{"x":35.46, "y":6663.21,"z":32.19}","{"x":192.53, "y":-1884.20, "z":-139.10}","{"x":192.53, "y":-1884.20, "z":-139.10}","{"x":35.46, "y":6663.21,"z":32.19}",1,0,"{"x":184.86, "y":-1880.27, "z":-139.10}",[],1,0
52,0,PaletoBay2,"5843 Procopio Drive",0,"{"x":-9.63, "y":6654.21,"z":31.70}","{"x":-10.42, "y":6649.42,"z":-99.20}","{"x":-10.42, "y":6649.42,"z":-99.20}","{"x":-9.63, "y":6654.21,"z":31.70}",0,0,"{"x":-14.93, "y":6669.10,"z":-99.20}",[],1,0
53,0,PaletoBay3,"5846 Procopio Drive",0,"{"x":-41.62, "y":6637.45,"z":31.09}","{"x":-39.94, "y":6634.32,"z":-99.20}","{"x":-39.94, "y":6634.32,"z":-99.20}","{"x":-41.62, "y":6637.45,"z":31.09}",1,0,"{"x":-48.65, "y":6652.48,"z":-99.20}",[],1,0
54,0,PaletoBay4,"9815 Paleto Boulevard",0,"{"x":31.13, "y":6596.73,"z":32.82}","{"x":38.96, "y":6591.44,"z":-99.20}","{"x":38.96, "y":6591.44,"z":-99.20}","{"x":31.13, "y":6596.73,"z":32.82}",0,0,"{"x":27.41, "y":6607.90,"z":-99.20}",[],1,0
55,0,PaletoBay5,"9823 Paleto Boulevard",0,"{"x":11.52, "y":6578.37,"z":33.07}","{"x":12.87, "y":6565.57,"z":-99.20}","{"x":12.87, "y":6565.57,"z":-99.20}","{"x":11.52, "y":6578.37,"z":33.07}",0,0,"{"x":1.48, "y":6582.35,"z":-99.20}",[],1,0
56,0,PaletoBay6,"9827 Paleto Boulevard",0,"{"x":-15.32, "y":6557.45,"z":33.24}","{"x":-9.45, "y":6543.43,"z":-99.20}","{"x":-9.45, "y":6543.43,"z":-99.20}","{"x":-15.32, "y":6557.45,"z":33.24}",1,0,"{"x":-20.73, "y":6560.12,"z":-99.20}",[],1,0
57,0,PaletoBay7,"5855 Procopio Drive",0,"{"x":-229.57, "y":6445.61,"z":31.20}","{"x":-212.28, "y":6440.69,"z":-99.20}","{"x":-212.28, "y":6440.69,"z":-99.20}","{"x":-233.2, "y":6441.56,"z":33.20}",1,0,"{"x":-223.88, "y":6457.02,"z":-99.20}",[],1,0
58,0,PaletoBay8,"5856 Procopio Drive",0,"{"x":-245.91, "y":6414.40,"z":31.46}","{"x":-236.83, "y":6409.97,"z":-99.20}","{"x":-236.83, "y":6409.97,"z":-99.20}","{"x":-245.91, "y":6414.40,"z":31.46}",0,0,"{"x":-246.40, "y":6427.69,"z":-99.20}",[],1,0
59,0,PaletoBay9,"5857 Procopio Drive",0,"{"x":-188.85, "y":6409.56,"z":32.30}","{"x":-197.67, "y":6413.13,"z":-99.20}","{"x":-197.67, "y":6413.13,"z":-99.20}","{"x":-188.85, "y":6409.56,"z":32.30}",0,0,"{"x":-186.64, "y":6396.29,"z":-99.20}",[],1,0
60,0,PaletoBay10,"5859 Procopio Drive",0,"{"x":-227.14, "y":6377.41,"z":31.76}","{"x":-232.88, "y":6380.57,"z":-99.20}","{"x":-232.88, "y":6380.57,"z":-99.20}","{"x":-227.14, "y":6377.41,"z":31.76}",0,0,"{"x":-221.80, "y":6363.74,"z":-99.20}",[],1,0
61,5,RichardMajestic5,"Richard Majestic, Apt 5",0,"{"x":-935.69, "y":-378.66,"z":38.96}","{"x":-907.17, "y":-372.50,"z":109.44}","{"x":-907.17, "y":-372.50,"z":110.44}","{"x":-935.69, "y":-378.66,"z":38.96}",0,0,"{"x":-926.15,"y":-381.41,"z":103.07}",[],1,0
63,0,DelPerroFwy,"4693-2A Supply Street",0,"{"x":706.28, "y":-689.64, "z":22.94}","{"x":706.28, "y":-689.64, "z":22.94}","{"x":706.28, "y":-689.64, "z":22.94}","{"x":706.28, "y":-689.64, "z":22.94}",1,0,"{"x":699.99, "y":-695.49, "z":31.95}",[],1,0
64,0,fancyhouse1,"1021 Nikola Avenue",0,"{"x":965.36, "y":-542.22, "z":59.53}","{"x":961.44, "y":-546.22, "z":-139.10}","{"x":961.44, "y":-546.22, "z":-139.10}","{"x":965.36, "y":-542.22, "z":59.53}",0,0,"{"x":959.52, "y":-547.66, "z":-139.12}",[],1,0
65,0,fancyhouse2,"1024 Nikola Avenue",0,"{"x":1046.42, "y":-497.61, "z":64.08}","{"x":1048.49, "y":-496.52, "z":-139.10}","{"x":1048.49, "y":-496.52, "z":-139.10}","{"x":1046.42, "y":-497.61, "z":64.08}",0,0,"{"x":1048.20, "y":-498.67, "z":-139.10}",[],1,0
66,0,fancyhouse3,"1026 Nikola Avenue",0,"{"x":1056.30, "y":-448.84, "z":66.26}","{"x":1057.56, "y":-447.87, "z":-139.06}","{"x":1057.56, "y":-447.87, "z":-139.06}","{"x":1056.30, "y":-448.84, "z":66.26}",0,0,"{"x":1057.76, "y":-450.18, "z":-139.08}",[],1,0
67,0,fancyhouse4,"1028 Bridge Street",0,"{"x":1060.84, "y":-378.44, "z":68.27}","{"x":1059.58, "y":-384.85, "z":-129.10}","{"x":1059.58, "y":-384.85, "z":-129.10}","{"x":1060.84, "y":-378.44, "z":68.27}",0,0,"{"x":1058.10, "y":-386.64, "z":-129.08}",[],1,0
68,0,fancyhouse5,"3428 Covenant Avenue",0,"{"x":130.46, "y":-1853.54, "z":25.23}","{"x":133.68, "y":-1853.56, "z":-139.10}","{"x":133.68, "y":-1853.56, "z":-139.10}","{"x":130.46, "y":-1853.54, "z":25.23}",0,0,"{"x":131.48, "y":-1852.78, "z":-139.10}",[],1,0
69,0,fancyhouse6,"2233 Grove Street",0,"{"x":-20.43, "y":-1858.98, "z":25.41}","{"x":-18.22, "y":-1856.99, "z":-139.10}","{"x":-18.22, "y":-1856.99, "z":-139.10}","{"x":-20.43, "y":-1858.98, "z":25.41}",0,0,"{"x":-16.24, "y":-1858.07, "z":-139.10}",[],1,0
70,0,fancyhouse7,"2268 Grove Street",0,"{"x":129.56, "y":-1921.81, "z":21.19}","{"x":130.08, "y":-1922.89, "z":-139.10}","{"x":130.08, "y":-1922.89, "z":-139.10}","{"x":129.56, "y":-1921.81, "z":21.19}",0,0,"{"x":131.83, "y":-1921.37, "z":-139.10}",[],1,0
71,0,fancyhouse8,"2242 Grove Street",0,"{"x":85.59, "y":-1959.35, "z":21.19}","{"x":84.20, "y":-1957.83, "z":-139.10}","{"x":84.20, "y":-1957.83, "z":-139.10}","{"x":85.59, "y":-1959.35, "z":21.19}",0,0,"{"x":86.18, "y":-1959.07, "z":-139.10}",[],1,0
72,0,fancyhouse9,"3445 Covenant Avenue",0,"{"x":192.27, "y":-1883.22, "z":25.06}","{"x":192.53, "y":-1884.20, "z":-139.10}","{"x":192.53, "y":-1884.20, "z":-139.10}","{"x":192.27, "y":-1883.22, "z":25.06}",0,0,"{"x":190.22, "y":-1883.53, "z":-139.10}",[],1,0
73,0,fancyhouse10,"2247 Grove Street",0,"{"x":54.18, "y":-1873.45, "z":22.85}","{"x":55.64, "y":-1872.93, "z":-139.10}","{"x":55.64, "y":-1872.93, "z":-139.10}","{"x":54.18, "y":-1873.45, "z":22.85}",0,0,"{"x":53.69, "y":-1871.69, "z":-139.10}",[],1,0
74,0,fancyhouse11,"2834-1A Forum Drive",0,"{"x":-119.98, "y":-1478.44, "z":33.82}","{"x":-129.29, "y":-1462.39, "z":-139.10}","{"x":-129.29, "y":-1462.39, "z":-139.10}","{"x":-119.98, "y":-1478.44, "z":33.82}",1,0,"{"x":-130.23, "y":-1464.50, "z":-139.10}",[],1,0
75,0,fancyhouse12,"2620-2A Forum Drive",0,"{"x":-121.39, "y":-1653.44, "z":32.60}","{"x":-121.89, "y":-1662.51, "z":-139.10}","{"x":-121.89, "y":-1662.51, "z":-139.10}","{"x":-121.39, "y":-1653.44, "z":32.60}",0,0,"{"x":-123.79, "y":-1661.35, "z":-139.10}",[],1,0
76,0,fancyhouse13,"2728-3B Forum Drive",0,"{"x":-161.07, "y":-1638.61, "z":34.03}","{"x":-160.91, "y":-1637.61, "z":-139.10}","{"x":-160.91, "y":-1637.61, "z":-139.10}","{"x":-161.07, "y":-1638.61, "z":34.03}",0,0,"{"x":-159.07, "y":-1638.99, "z":-139.10}",[],1,0
77,0,SouthLSapt1,"2525-1A Forum Drive",0,"{"x":-83.98, "y":-1622.56, "z":31.48}","{"x":-86.86, "y":-1621.43, "z":-139.10}","{"x":-86.86, "y":-1621.43, "z":-139.10}","{"x":-83.98, "y":-1622.56, "z":31.48}",0,0,"{"x":-85.76, "y":-1619.36, "z":-139.10}",[],1,0
78,0,fancyhouse15,"2342-4H Forum Drive",0,"{"x":-216.59, "y":-1674.02, "z":34.50}","{"x":-218.19, "y":-1672.44, "z":-139.10}","{"x":-218.19, "y":-1672.44, "z":-139.10}","{"x":-216.59, "y":-1674.02, "z":34.50}",1,0,"{"x":-215.97, "y":-1671.87, "z":-139.10}",[],1,0
79,0,Rancho41,"4361 Jamestown St",0,"{"x":256.69, "y":-2023.67, "z":19.27}","{"x":263.76, "y":-2026.23, "z":-99.23}","{"x":263.76, "y":-2026.23, "z":-99.23}","{"x":256.69, "y":-2023.67, "z":19.27}",0,0,"{"x":252.28, "y":-2010.73, "z":-99.23}",[],1,0
80,6,Rancho42,"4382 Jamestown St",0,"{"x":295.90, "y":-1972.01, "z":22.90}","{"x":192.53, "y":-1884.20, "z":-139.10}","{"x":192.53, "y":-1884.20, "z":-139.10}","{"x":295.90, "y":-1972.01, "z":22.90}",0,0,"{"x":184.86, "y":-1880.27, "z":-139.10}",[],1,0
81,0,Rancho43,"5231 Roy Lowenstein Blvd",0,"{"x":282.35, "y":-1898.74, "z":27.27}","{"x":271.78, "y":-1895.84, "z":-99.23}","{"x":271.78, "y":-1895.84, "z":-99.23}","{"x":282.35, "y":-1898.74, "z":27.27}",0,0,"{"x":283.66, "y":-1910.79, "z":-99.23}",[],1,0
83,0,Rancho45,"4380 Jamestown St",0,"{"x":385.02, "y":-1881.53, "z":26.05}","{"x":394.42, "y":-1887.81, "z":-99.23}","{"x":394.42, "y":-1887.81, "z":-99.23}","{"x":385.02, "y":-1881.53, "z":26.05}",0,0,"{"x":384.64, "y":-1871.40, "z":-99.23}",[],1,0
84,5,Rancho46,"4385 Jamestown St",0,"{"x":412.71, "y":-1856.09, "z":27.32}","{"x":192.53, "y":-1884.20, "z":-139.10}","{"x":192.53, "y":-1884.20, "z":-139.10}","{"x":412.71, "y":-1856.09, "z":27.32}",0,0,"{"x":184.86, "y":-1880.27, "z":-139.10}",[],1,0
85,0,Rancho47,"5233 Roy Lowenstein Blvd",0,"{"x":329.07, "y":-1845.60, "z":27.75}","{"x":192.53, "y":-1884.20, "z":-139.10}","{"x":192.53, "y":-1884.20, "z":-139.10}","{"x":329.07, "y":-1845.60, "z":27.75}",1,0,"{"x":184.86, "y":-1880.27, "z":-139.10}",[],1,0
86,2,Rancho48,"4398 Jamestown St",0,"{"x":495.49, "y":-1823.12, "z":28.90}","{"x":344.33, "y":-2031.23,"z":-101.01}","{"x":344.33, "y":-2031.23,"z":-101.01}","{"x":495.49, "y":-1823.12, "z":28.90}",1,0,"{"x":341.79, "y":-2024.41,"z":-99.01}",[],1,0
87,0,Rancho49,"4406 Jamestown St",0,"{"x":512.30, "y":-1790.61, "z":28.92}","{"x":503.95, "y":-1790.51, "z":-99.23}","{"x":503.95, "y":-1790.51, "z":-99.23}","{"x":512.30, "y":-1790.61, "z":28.92}",0,0,"{"x":522.79, "y":-1794.12, "z":-99.23}",[],1,0
88,2,Rancho50,"4411 Jamestown St",0,"{"x":472.22, "y":-1775.22, "z":29.07}","{"x":130.06, "y":-1922.91, "z":-139.10}","{"x":130.06, "y":-1922.91, "z":-139.10}","{"x":472.22, "y":-1775.22, "z":29.07}",1,0,"{"x":137.78, "y":-1918.33, "z":-139.10}",[],1,0
